Date,Area Type,Area Name,Age,Economic Activity,Employment Status,Employment Type,Gender,Value
Apr 2023-Mar 2024,Local Authority,Lewisham,Aged 16-19,Active ,In employment ,Unemployed , Males ,!
Apr 2023-Mar 2024,Local Authority,Merton,Aged 16-19,Active ,In employment ,Unemployed , Males ,!
Apr 2023-Mar 2024,Local Authority,Newham,Aged 16-19,Active ,In employment ,Unemployed , Males ,!
Apr 2023-Mar 2024,Local Authority,Redbridge,Aged 16-19,Active ,In employment ,Unemployed , Males ,!
Apr 2023-Mar 2024,Local Authority,Richmond upon Thames,Aged 16-19,Active ,In employment ,Unemployed , Males ,!
Apr 2023-Mar 2024,Local Authority,Southwark,Aged 16-19,Active ,In employment ,Unemployed , Males ,!
Apr 2023-Mar 2024,Local Authority,Sutton,Aged 16-19,Active ,In employment ,Unemployed , Males ,!
Apr 2023-Mar 2024,Local Authority,Tower Hamlets,Aged 16-19,Active ,In employment ,Unemployed , Males ,!
Apr 2023-Mar 2024,Local Authority,Waltham Forest,Aged 16-19,Active ,In employment ,Unemployed , Males ,!
Apr 2023-Mar 2024,Local Authority,Wandsworth,Aged 16-19,Active ,In employment ,Unemployed , Males ,!
Apr 2023-Mar 2024,Local Authority,Westminster,Aged 16-19,Active ,In employment ,Unemployed , Males ,!
Apr 2023-Mar 2024,Region,London,Aged 16-19,Active ,In employment ,Unemployed , Males ,17700
Apr 2023-Mar 2024,Local Authority,Barking and Dagenham,Aged 16-19,Active ,In employment ,Unemployed , Females ,!
Apr 2023-Mar 2024,Local Authority,Barnet,Aged 16-19,Active ,In employment ,Unemployed , Females ,!
Apr 2023-Mar 2024,Local Authority,Bexley,Aged 16-19,Active ,In employment ,Unemployed , Females ,!
Apr 2023-Mar 2024,Local Authority,Brent,Aged 16-19,Active ,In employment ,Unemployed , Females ,!
Apr 2023-Mar 2024,Local Authority,Bromley,Aged 16-19,Active ,In employment ,Unemployed , Females ,!
Apr 2023-Mar 2024,Local Authority,Camden,Aged 16-19,Active ,In employment ,Unemployed , Females ,!
Apr 2023-Mar 2024,Local Authority,City of London,Aged 16-19,Active ,In employment ,Unemployed , Females ,!
Apr 2023-Mar 2024,Local Authority,Croydon,Aged 16-19,Active ,In employment ,Unemployed , Females ,!
Apr 2023-Mar 2024,Local Authority,Ealing,Aged 16-19,Active ,In employment ,Unemployed , Females ,!
Apr 2023-Mar 2024,Local Authority,Enfield,Aged 16-19,Active ,In employment ,Unemployed , Females ,!
Apr 2023-Mar 2024,Local Authority,Greenwich,Aged 16-19,Active ,In employment ,Unemployed , Females ,!
Apr 2023-Mar 2024,Local Authority,Hackney,Aged 16-19,Active ,In employment ,Unemployed , Females ,!
Apr 2023-Mar 2024,Local Authority,Hammersmith and Fulham,Aged 16-19,Active ,In employment ,Unemployed , Females ,!
Apr 2023-Mar 2024,Local Authority,Haringey,Aged 16-19,Active ,In employment ,Unemployed , Females ,!
Apr 2023-Mar 2024,Local Authority,Harrow,Aged 16-19,Active ,In employment ,Unemployed , Females ,!
Apr 2023-Mar 2024,Local Authority,Havering,Aged 16-19,Active ,In employment ,Unemployed , Females ,!
Apr 2023-Mar 2024,Local Authority,Hillingdon,Aged 16-19,Active ,In employment ,Unemployed , Females ,!
Apr 2023-Mar 2024,Local Authority,Hounslow,Aged 16-19,Active ,In employment ,Unemployed , Females ,!
Apr 2023-Mar 2024,Local Authority,Islington,Aged 16-19,Active ,In employment ,Unemployed , Females ,!
Apr 2023-Mar 2024,Local Authority,Kensington and Chelsea,Aged 16-19,Active ,In employment ,Unemployed , Females ,!
Apr 2023-Mar 2024,Local Authority,Kingston upon Thames,Aged 16-19,Active ,In employment ,Unemployed , Females ,!
Apr 2023-Mar 2024,Local Authority,Lambeth,Aged 16-19,Active ,In employment ,Unemployed , Females ,!
Apr 2023-Mar 2024,Local Authority,Lewisham,Aged 16-19,Active ,In employment ,Unemployed , Females ,!
Apr 2023-Mar 2024,Local Authority,Merton,Aged 16-19,Active ,In employment ,Unemployed , Females ,!
Apr 2023-Mar 2024,Local Authority,Newham,Aged 16-19,Active ,In employment ,Unemployed , Females ,!
Apr 2023-Mar 2024,Local Authority,Redbridge,Aged 16-19,Active ,In employment ,Unemployed , Females ,!
Apr 2023-Mar 2024,Local Authority,Richmond upon Thames,Aged 16-19,Active ,In employment ,Unemployed , Females ,!
Apr 2023-Mar 2024,Local Authority,Southwark,Aged 16-19,Active ,In employment ,Unemployed , Females ,!
Apr 2023-Mar 2024,Local Authority,Sutton,Aged 16-19,Active ,In employment ,Unemployed , Females ,!
Apr 2023-Mar 2024,Local Authority,Tower Hamlets,Aged 16-19,Active ,In employment ,Unemployed , Females ,!
Apr 2023-Mar 2024,Local Authority,Waltham Forest,Aged 16-19,Active ,In employment ,Unemployed , Females ,!
Apr 2023-Mar 2024,Local Authority,Wandsworth,Aged 16-19,Active ,In employment ,Unemployed , Females ,!
Apr 2023-Mar 2024,Local Authority,Westminster,Aged 16-19,Active ,In employment ,Unemployed , Females ,!
Apr 2023-Mar 2024,Region,London,Aged 16-19,Active ,In employment ,Unemployed , Females ,18300
Apr 2023-Mar 2024,Local Authority,Barking and Dagenham,Aged 16-19,Inactive ,,, Males ,4400
Apr 2023-Mar 2024,Local Authority,Barnet,Aged 16-19,Inactive ,,, Males ,2800
Apr 2023-Mar 2024,Local Authority,Bexley,Aged 16-19,Inactive ,,, Males ,3700
Apr 2023-Mar 2024,Local Authority,Brent,Aged 16-19,Inactive ,,, Males ,12100
Apr 2023-Mar 2024,Local Authority,Bromley,Aged 16-19,Inactive ,,, Males ,4500
Apr 2023-Mar 2024,Local Authority,Camden,Aged 16-19,Inactive ,,, Males ,!
Apr 2023-Mar 2024,Local Authority,City of London,Aged 16-19,Inactive ,,, Males ,!
Apr 2023-Mar 2024,Local Authority,Croydon,Aged 16-19,Inactive ,,, Males ,!
Apr 2023-Mar 2024,Local Authority,Ealing,Aged 16-19,Inactive ,,, Males ,!
Apr 2023-Mar 2024,Local Authority,Enfield,Aged 16-19,Inactive ,,, Males ,12200
Apr 2023-Mar 2024,Local Authority,Greenwich,Aged 16-19,Inactive ,,, Males ,2500
Apr 2023-Mar 2024,Local Authority,Hackney,Aged 16-19,Inactive ,,, Males ,!
Apr 2023-Mar 2024,Local Authority,Hammersmith and Fulham,Aged 16-19,Inactive ,,, Males ,1900
Apr 2023-Mar 2024,Local Authority,Haringey,Aged 16-19,Inactive ,,, Males ,6000
Apr 2023-Mar 2024,Local Authority,Harrow,Aged 16-19,Inactive ,,, Males ,!
Apr 2023-Mar 2024,Local Authority,Havering,Aged 16-19,Inactive ,,, Males ,8800
Apr 2023-Mar 2024,Local Authority,Hillingdon,Aged 16-19,Inactive ,,, Males ,10900
Apr 2023-Mar 2024,Local Authority,Hounslow,Aged 16-19,Inactive ,,, Males ,!
Apr 2023-Mar 2024,Local Authority,Islington,Aged 16-19,Inactive ,,, Males ,8600
Apr 2023-Mar 2024,Local Authority,Kensington and Chelsea,Aged 16-19,Inactive ,,, Males ,3400
Apr 2023-Mar 2024,Local Authority,Kingston upon Thames,Aged 16-19,Inactive ,,, Males ,3500
Apr 2023-Mar 2024,Local Authority,Lambeth,Aged 16-19,Inactive ,,, Males ,!
Apr 2023-Mar 2024,Local Authority,Lewisham,Aged 16-19,Inactive ,,, Males ,5900
Apr 2023-Mar 2024,Local Authority,Merton,Aged 16-19,Inactive ,,, Males ,3900
Apr 2023-Mar 2024,Local Authority,Newham,Aged 16-19,Inactive ,,, Males ,11600
Apr 2023-Mar 2024,Local Authority,Redbridge,Aged 16-19,Inactive ,,, Males ,3800
Apr 2023-Mar 2024,Local Authority,Richmond upon Thames,Aged 16-19,Inactive ,,, Males ,!
Apr 2023-Mar 2024,Local Authority,Southwark,Aged 16-19,Inactive ,,, Males ,!
Apr 2023-Mar 2024,Local Authority,Sutton,Aged 16-19,Inactive ,,, Males ,3600
Apr 2023-Mar 2024,Local Authority,Tower Hamlets,Aged 16-19,Inactive ,,, Males ,3800
Apr 2023-Mar 2024,Local Authority,Waltham Forest,Aged 16-19,Inactive ,,, Males ,3900
Apr 2023-Mar 2024,Local Authority,Wandsworth,Aged 16-19,Inactive ,,, Males ,3600
Apr 2023-Mar 2024,Local Authority,Westminster,Aged 16-19,Inactive ,,, Males ,!
Apr 2023-Mar 2024,Region,London,Aged 16-19,Inactive ,,, Males ,145300
Apr 2023-Mar 2024,Local Authority,Barking and Dagenham,Aged 16-19,Inactive ,,, Females ,4800
Apr 2023-Mar 2024,Local Authority,Barnet,Aged 16-19,Inactive ,,, Females ,11800
Apr 2023-Mar 2024,Local Authority,Bexley,Aged 16-19,Inactive ,,, Females ,!
Apr 2023-Mar 2024,Local Authority,Brent,Aged 16-19,Inactive ,,, Females ,4500
Apr 2023-Mar 2024,Local Authority,Bromley,Aged 16-19,Inactive ,,, Females ,4700
Apr 2023-Mar 2024,Local Authority,Camden,Aged 16-19,Inactive ,,, Females ,2700
Apr 2023-Mar 2024,Local Authority,City of London,Aged 16-19,Inactive ,,, Females ,!
Apr 2023-Mar 2024,Local Authority,Croydon,Aged 16-19,Inactive ,,, Females ,4000
Apr 2023-Mar 2024,Local Authority,Ealing,Aged 16-19,Inactive ,,, Females ,!
Apr 2023-Mar 2024,Local Authority,Enfield,Aged 16-19,Inactive ,,, Females ,!
Apr 2023-Mar 2024,Local Authority,Greenwich,Aged 16-19,Inactive ,,, Females ,!
Apr 2023-Mar 2024,Local Authority,Hackney,Aged 16-19,Inactive ,,, Females ,!
Apr 2023-Mar 2024,Local Authority,Hammersmith and Fulham,Aged 16-19,Inactive ,,, Females ,2500
Apr 2023-Mar 2024,Local Authority,Haringey,Aged 16-19,Inactive ,,, Females ,6200
Apr 2023-Mar 2024,Local Authority,Harrow,Aged 16-19,Inactive ,,, Females ,!
Apr 2023-Mar 2024,Local Authority,Havering,Aged 16-19,Inactive ,,, Females ,!
Apr 2023-Mar 2024,Local Authority,Hillingdon,Aged 16-19,Inactive ,,, Females ,!
Apr 2023-Mar 2024,Local Authority,Hounslow,Aged 16-19,Inactive ,,, Females ,!
Apr 2023-Mar 2024,Local Authority,Islington,Aged 16-19,Inactive ,,, Females ,4200
Apr 2023-Mar 2024,Local Authority,Kensington and Chelsea,Aged 16-19,Inactive ,,, Females ,4500
Apr 2023-Mar 2024,Local Authority,Kingston upon Thames,Aged 16-19,Inactive ,,, Females ,1100
Apr 2023-Mar 2024,Local Authority,Lambeth,Aged 16-19,Inactive ,,, Females ,!
Apr 2023-Mar 2024,Local Authority,Lewisham,Aged 16-19,Inactive ,,, Females ,8600
Apr 2023-Mar 2024,Local Authority,Merton,Aged 16-19,Inactive ,,, Females ,3000
Apr 2023-Mar 2024,Local Authority,Newham,Aged 16-19,Inactive ,,, Females ,!
Apr 2023-Mar 2024,Local Authority,Redbridge,Aged 16-19,Inactive ,,, Females ,7400
Apr 2023-Mar 2024,Local Authority,Richmond upon Thames,Aged 16-19,Inactive ,,, Females ,4900
Apr 2023-Mar 2024,Local Authority,Southwark,Aged 16-19,Inactive ,,, Females ,5500
Apr 2023-Mar 2024,Local Authority,Sutton,Aged 16-19,Inactive ,,, Females ,2100
Apr 2023-Mar 2024,Local Authority,Tower Hamlets,Aged 16-19,Inactive ,,, Females ,6600
Apr 2023-Mar 2024,Local Authority,Waltham Forest,Aged 16-19,Inactive ,,, Females ,4600
Apr 2023-Mar 2024,Local Authority,Wandsworth,Aged 16-19,Inactive ,,, Females ,!
Apr 2023-Mar 2024,Local Authority,Westminster,Aged 16-19,Inactive ,,, Females ,2000
Apr 2023-Mar 2024,Region,London,Aged 16-19,Inactive ,,, Females ,131100
Apr 2023-Mar 2024,Local Authority,Barking and Dagenham,Aged 20-24,Active ,In employment ,Employees , Males ,!
Apr 2023-Mar 2024,Local Authority,Barnet,Aged 20-24,Active ,In employment ,Employees , Males ,!
Apr 2023-Mar 2024,Local Authority,Bexley,Aged 20-24,Active ,In employment ,Employees , Males ,!
Apr 2023-Mar 2024,Local Authority,Brent,Aged 20-24,Active ,In employment ,Employees , Males ,!
Apr 2023-Mar 2024,Local Authority,Bromley,Aged 20-24,Active ,In employment ,Employees , Males ,2900
Apr 2023-Mar 2024,Local Authority,Camden,Aged 20-24,Active ,In employment ,Employees , Males ,10400
Apr 2023-Mar 2024,Local Authority,City of London,Aged 20-24,Active ,In employment ,Employees , Males ,!
Apr 2023-Mar 2024,Local Authority,Croydon,Aged 20-24,Active ,In employment ,Employees , Males ,!
Apr 2023-Mar 2024,Local Authority,Ealing,Aged 20-24,Active ,In employment ,Employees , Males ,!
Apr 2023-Mar 2024,Local Authority,Enfield,Aged 20-24,Active ,In employment ,Employees , Males ,!
Apr 2023-Mar 2024,Local Authority,Greenwich,Aged 20-24,Active ,In employment ,Employees , Males ,9100
Apr 2023-Mar 2024,Local Authority,Hackney,Aged 20-24,Active ,In employment ,Employees , Males ,7400
Apr 2023-Mar 2024,Local Authority,Hammersmith and Fulham,Aged 20-24,Active ,In employment ,Employees , Males ,5800
Apr 2023-Mar 2024,Local Authority,Haringey,Aged 20-24,Active ,In employment ,Employees , Males ,!
Apr 2023-Mar 2024,Local Authority,Harrow,Aged 20-24,Active ,In employment ,Employees , Males ,!
Apr 2023-Mar 2024,Local Authority,Havering,Aged 20-24,Active ,In employment ,Employees , Males ,7000
Apr 2023-Mar 2024,Local Authority,Hillingdon,Aged 20-24,Active ,In employment ,Employees , Males ,!
Apr 2023-Mar 2024,Local Authority,Hounslow,Aged 20-24,Active ,In employment ,Employees , Males ,7900
Apr 2023-Mar 2024,Local Authority,Islington,Aged 20-24,Active ,In employment ,Employees , Males ,!
Apr 2023-Mar 2024,Local Authority,Kensington and Chelsea,Aged 20-24,Active ,In employment ,Employees , Males ,!
Apr 2023-Mar 2024,Local Authority,Kingston upon Thames,Aged 20-24,Active ,In employment ,Employees , Males ,!
Apr 2023-Mar 2024,Local Authority,Lambeth,Aged 20-24,Active ,In employment ,Employees , Males ,!
Apr 2023-Mar 2024,Local Authority,Lewisham,Aged 20-24,Active ,In employment ,Employees , Males ,!
Apr 2023-Mar 2024,Local Authority,Merton,Aged 20-24,Active ,In employment ,Employees , Males ,!
Apr 2023-Mar 2024,Local Authority,Newham,Aged 20-24,Active ,In employment ,Employees , Males ,8600
Apr 2023-Mar 2024,Local Authority,Redbridge,Aged 20-24,Active ,In employment ,Employees , Males ,4200
Apr 2023-Mar 2024,Local Authority,Richmond upon Thames,Aged 20-24,Active ,In employment ,Employees , Males ,4600
Apr 2023-Mar 2024,Local Authority,Southwark,Aged 20-24,Active ,In employment ,Employees , Males ,!
Apr 2023-Mar 2024,Local Authority,Sutton,Aged 20-24,Active ,In employment ,Employees , Males ,!
Apr 2023-Mar 2024,Local Authority,Tower Hamlets,Aged 20-24,Active ,In employment ,Employees , Males ,7300
Apr 2023-Mar 2024,Local Authority,Waltham Forest,Aged 20-24,Active ,In employment ,Employees , Males ,4100
Apr 2023-Mar 2024,Local Authority,Wandsworth,Aged 20-24,Active ,In employment ,Employees , Males ,8100
Apr 2023-Mar 2024,Local Authority,Westminster,Aged 20-24,Active ,In employment ,Employees , Males ,7100
Apr 2023-Mar 2024,Region,London,Aged 20-24,Active ,In employment ,Employees , Males ,139600
Apr 2023-Mar 2024,Local Authority,Barking and Dagenham,Aged 20-24,Active ,In employment ,Employees , Females ,4600
Apr 2023-Mar 2024,Local Authority,Barnet,Aged 20-24,Active ,In employment ,Employees , Females ,5100
Apr 2023-Mar 2024,Local Authority,Bexley,Aged 20-24,Active ,In employment ,Employees , Females ,!
Apr 2023-Mar 2024,Local Authority,Brent,Aged 20-24,Active ,In employment ,Employees , Females ,!
Apr 2023-Mar 2024,Local Authority,Bromley,Aged 20-24,Active ,In employment ,Employees , Females ,7100
Apr 2023-Mar 2024,Local Authority,Camden,Aged 20-24,Active ,In employment ,Employees , Females ,3500
Apr 2023-Mar 2024,Local Authority,City of London,Aged 20-24,Active ,In employment ,Employees , Females ,!
Apr 2023-Mar 2024,Local Authority,Croydon,Aged 20-24,Active ,In employment ,Employees , Females ,6000
Apr 2023-Mar 2024,Local Authority,Ealing,Aged 20-24,Active ,In employment ,Employees , Females ,!
Apr 2023-Mar 2024,Local Authority,Enfield,Aged 20-24,Active ,In employment ,Employees , Females ,7500
Apr 2023-Mar 2024,Local Authority,Greenwich,Aged 20-24,Active ,In employment ,Employees , Females ,!
Apr 2023-Mar 2024,Local Authority,Hackney,Aged 20-24,Active ,In employment ,Employees , Females ,3500
Apr 2023-Mar 2024,Local Authority,Hammersmith and Fulham,Aged 20-24,Active ,In employment ,Employees , Females ,!
Apr 2023-Mar 2024,Local Authority,Haringey,Aged 20-24,Active ,In employment ,Employees , Females ,4400
Apr 2023-Mar 2024,Local Authority,Harrow,Aged 20-24,Active ,In employment ,Employees , Females ,!
Apr 2023-Mar 2024,Local Authority,Havering,Aged 20-24,Active ,In employment ,Employees , Females ,9100
Apr 2023-Mar 2024,Local Authority,Hillingdon,Aged 20-24,Active ,In employment ,Employees , Females ,6400
Apr 2023-Mar 2024,Local Authority,Hounslow,Aged 20-24,Active ,In employment ,Employees , Females ,!
Apr 2023-Mar 2024,Local Authority,Islington,Aged 20-24,Active ,In employment ,Employees , Females ,!
Apr 2023-Mar 2024,Local Authority,Kensington and Chelsea,Aged 20-24,Active ,In employment ,Employees , Females ,2000
Apr 2023-Mar 2024,Local Authority,Kingston upon Thames,Aged 20-24,Active ,In employment ,Employees , Females ,!
Apr 2023-Mar 2024,Local Authority,Lambeth,Aged 20-24,Active ,In employment ,Employees , Females ,!
Apr 2023-Mar 2024,Local Authority,Lewisham,Aged 20-24,Active ,In employment ,Employees , Females ,!
Apr 2023-Mar 2024,Local Authority,Merton,Aged 20-24,Active ,In employment ,Employees , Females ,3900
Apr 2023-Mar 2024,Local Authority,Newham,Aged 20-24,Active ,In employment ,Employees , Females ,7200
Apr 2023-Mar 2024,Local Authority,Redbridge,Aged 20-24,Active ,In employment ,Employees , Females ,7000
Apr 2023-Mar 2024,Local Authority,Richmond upon Thames,Aged 20-24,Active ,In employment ,Employees , Females ,3200
Apr 2023-Mar 2024,Local Authority,Southwark,Aged 20-24,Active ,In employment ,Employees , Females ,!
Apr 2023-Mar 2024,Local Authority,Sutton,Aged 20-24,Active ,In employment ,Employees , Females ,!
Apr 2023-Mar 2024,Local Authority,Tower Hamlets,Aged 20-24,Active ,In employment ,Employees , Females ,7400
Apr 2023-Mar 2024,Local Authority,Waltham Forest,Aged 20-24,Active ,In employment ,Employees , Females ,4900
Apr 2023-Mar 2024,Local Authority,Wandsworth,Aged 20-24,Active ,In employment ,Employees , Females ,!
Apr 2023-Mar 2024,Local Authority,Westminster,Aged 20-24,Active ,In employment ,Employees , Females ,7600
Apr 2023-Mar 2024,Region,London,Aged 20-24,Active ,In employment ,Employees , Females ,135800
Apr 2023-Mar 2024,Local Authority,Barking and Dagenham,Aged 20-24,Active ,In employment ,Self Employed , Males ,!
Apr 2023-Mar 2024,Local Authority,Barnet,Aged 20-24,Active ,In employment ,Self Employed , Males ,!
Apr 2023-Mar 2024,Local Authority,Bexley,Aged 20-24,Active ,In employment ,Self Employed , Males ,!
Apr 2023-Mar 2024,Local Authority,Brent,Aged 20-24,Active ,In employment ,Self Employed , Males ,!
Apr 2023-Mar 2024,Local Authority,Bromley,Aged 20-24,Active ,In employment ,Self Employed , Males ,!
Apr 2023-Mar 2024,Local Authority,Camden,Aged 20-24,Active ,In employment ,Self Employed , Males ,!
Apr 2023-Mar 2024,Local Authority,City of London,Aged 20-24,Active ,In employment ,Self Employed , Males ,!
Apr 2023-Mar 2024,Local Authority,Croydon,Aged 20-24,Active ,In employment ,Self Employed , Males ,!
Apr 2023-Mar 2024,Local Authority,Ealing,Aged 20-24,Active ,In employment ,Self Employed , Males ,!
Apr 2023-Mar 2024,Local Authority,Enfield,Aged 20-24,Active ,In employment ,Self Employed , Males ,!
Apr 2023-Mar 2024,Local Authority,Greenwich,Aged 20-24,Active ,In employment ,Self Employed , Males ,!
Apr 2023-Mar 2024,Local Authority,Hackney,Aged 20-24,Active ,In employment ,Self Employed , Males ,!
Apr 2023-Mar 2024,Local Authority,Hammersmith and Fulham,Aged 20-24,Active ,In employment ,Self Employed , Males ,!
Apr 2023-Mar 2024,Local Authority,Haringey,Aged 20-24,Active ,In employment ,Self Employed , Males ,!
Apr 2023-Mar 2024,Local Authority,Harrow,Aged 20-24,Active ,In employment ,Self Employed , Males ,!
Apr 2023-Mar 2024,Local Authority,Havering,Aged 20-24,Active ,In employment ,Self Employed , Males ,!
Apr 2023-Mar 2024,Local Authority,Hillingdon,Aged 20-24,Active ,In employment ,Self Employed , Males ,!
Apr 2023-Mar 2024,Local Authority,Hounslow,Aged 20-24,Active ,In employment ,Self Employed , Males ,!
Apr 2023-Mar 2024,Local Authority,Islington,Aged 20-24,Active ,In employment ,Self Employed , Males ,!
Apr 2023-Mar 2024,Local Authority,Kensington and Chelsea,Aged 20-24,Active ,In employment ,Self Employed , Males ,!
Apr 2023-Mar 2024,Local Authority,Kingston upon Thames,Aged 20-24,Active ,In employment ,Self Employed , Males ,!
Apr 2023-Mar 2024,Local Authority,Lambeth,Aged 20-24,Active ,In employment ,Self Employed , Males ,!
Apr 2023-Mar 2024,Local Authority,Lewisham,Aged 20-24,Active ,In employment ,Self Employed , Males ,!
Apr 2023-Mar 2024,Local Authority,Merton,Aged 20-24,Active ,In employment ,Self Employed , Males ,!
Apr 2023-Mar 2024,Local Authority,Newham,Aged 20-24,Active ,In employment ,Self Employed , Males ,!
Apr 2023-Mar 2024,Local Authority,Redbridge,Aged 20-24,Active ,In employment ,Self Employed , Males ,!
Apr 2023-Mar 2024,Local Authority,Richmond upon Thames,Aged 20-24,Active ,In employment ,Self Employed , Males ,!
Apr 2023-Mar 2024,Local Authority,Southwark,Aged 20-24,Active ,In employment ,Self Employed , Males ,!
Apr 2023-Mar 2024,Local Authority,Sutton,Aged 20-24,Active ,In employment ,Self Employed , Males ,!
Apr 2023-Mar 2024,Local Authority,Tower Hamlets,Aged 20-24,Active ,In employment ,Self Employed , Males ,!
Apr 2023-Mar 2024,Local Authority,Waltham Forest,Aged 20-24,Active ,In employment ,Self Employed , Males ,!
Apr 2023-Mar 2024,Local Authority,Wandsworth,Aged 20-24,Active ,In employment ,Self Employed , Males ,!
Apr 2023-Mar 2024,Local Authority,Westminster,Aged 20-24,Active ,In employment ,Self Employed , Males ,!
Apr 2023-Mar 2024,Region,London,Aged 20-24,Active ,In employment ,Self Employed , Males ,15300
Apr 2023-Mar 2024,Local Authority,Barking and Dagenham,Aged 20-24,Active ,In employment ,Self Employed , Females ,!
Apr 2023-Mar 2024,Local Authority,Barnet,Aged 20-24,Active ,In employment ,Self Employed , Females ,!
Apr 2023-Mar 2024,Local Authority,Bexley,Aged 20-24,Active ,In employment ,Self Employed , Females ,!
Apr 2023-Mar 2024,Local Authority,Brent,Aged 20-24,Active ,In employment ,Self Employed , Females ,!
Apr 2023-Mar 2024,Local Authority,Bromley,Aged 20-24,Active ,In employment ,Self Employed , Females ,!
Apr 2023-Mar 2024,Local Authority,Camden,Aged 20-24,Active ,In employment ,Self Employed , Females ,!
Apr 2023-Mar 2024,Local Authority,City of London,Aged 20-24,Active ,In employment ,Self Employed , Females ,!
Apr 2023-Mar 2024,Local Authority,Croydon,Aged 20-24,Active ,In employment ,Self Employed , Females ,!
Apr 2023-Mar 2024,Local Authority,Ealing,Aged 20-24,Active ,In employment ,Self Employed , Females ,!
Apr 2023-Mar 2024,Local Authority,Enfield,Aged 20-24,Active ,In employment ,Self Employed , Females ,!
Apr 2023-Mar 2024,Local Authority,Greenwich,Aged 20-24,Active ,In employment ,Self Employed , Females ,!
Apr 2023-Mar 2024,Local Authority,Hackney,Aged 20-24,Active ,In employment ,Self Employed , Females ,!
Apr 2023-Mar 2024,Local Authority,Hammersmith and Fulham,Aged 20-24,Active ,In employment ,Self Employed , Females ,!
Apr 2023-Mar 2024,Local Authority,Haringey,Aged 20-24,Active ,In employment ,Self Employed , Females ,!
Apr 2023-Mar 2024,Local Authority,Harrow,Aged 20-24,Active ,In employment ,Self Employed , Females ,!
Apr 2023-Mar 2024,Local Authority,Havering,Aged 20-24,Active ,In employment ,Self Employed , Females ,!
Apr 2023-Mar 2024,Local Authority,Hillingdon,Aged 20-24,Active ,In employment ,Self Employed , Females ,!
Apr 2023-Mar 2024,Local Authority,Hounslow,Aged 20-24,Active ,In employment ,Self Employed , Females ,!
Apr 2023-Mar 2024,Local Authority,Islington,Aged 20-24,Active ,In employment ,Self Employed , Females ,!
Apr 2023-Mar 2024,Local Authority,Kensington and Chelsea,Aged 20-24,Active ,In employment ,Self Employed , Females ,!
Apr 2023-Mar 2024,Local Authority,Kingston upon Thames,Aged 20-24,Active ,In employment ,Self Employed , Females ,!
Apr 2023-Mar 2024,Local Authority,Lambeth,Aged 20-24,Active ,In employment ,Self Employed , Females ,!
Apr 2023-Mar 2024,Local Authority,Lewisham,Aged 20-24,Active ,In employment ,Self Employed , Females ,!
Apr 2023-Mar 2024,Local Authority,Merton,Aged 20-24,Active ,In employment ,Self Employed , Females ,!
Apr 2023-Mar 2024,Local Authority,Newham,Aged 20-24,Active ,In employment ,Self Employed , Females ,!
Apr 2023-Mar 2024,Local Authority,Redbridge,Aged 20-24,Active ,In employment ,Self Employed , Females ,!
Apr 2023-Mar 2024,Local Authority,Richmond upon Thames,Aged 20-24,Active ,In employment ,Self Employed , Females ,!
Apr 2023-Mar 2024,Local Authority,Southwark,Aged 20-24,Active ,In employment ,Self Employed , Females ,!
Apr 2023-Mar 2024,Local Authority,Sutton,Aged 20-24,Active ,In employment ,Self Employed , Females ,!
Apr 2023-Mar 2024,Local Authority,Tower Hamlets,Aged 20-24,Active ,In employment ,Self Employed , Females ,!
Apr 2023-Mar 2024,Local Authority,Waltham Forest,Aged 20-24,Active ,In employment ,Self Employed , Females ,!
Apr 2023-Mar 2024,Local Authority,Wandsworth,Aged 20-24,Active ,In employment ,Self Employed , Females ,!
Apr 2023-Mar 2024,Local Authority,Westminster,Aged 20-24,Active ,In employment ,Self Employed , Females ,!
Apr 2023-Mar 2024,Region,London,Aged 20-24,Active ,In employment ,Self Employed , Females ,5500
Apr 2023-Mar 2024,Local Authority,Barking and Dagenham,Aged 20-24,Active ,In employment ,Unemployed , Males ,!
Apr 2023-Mar 2024,Local Authority,Barnet,Aged 20-24,Active ,In employment ,Unemployed , Males ,!
Apr 2023-Mar 2024,Local Authority,Bexley,Aged 20-24,Active ,In employment ,Unemployed , Males ,!
Apr 2023-Mar 2024,Local Authority,Brent,Aged 20-24,Active ,In employment ,Unemployed , Males ,!
Apr 2023-Mar 2024,Local Authority,Bromley,Aged 20-24,Active ,In employment ,Unemployed , Males ,!
Apr 2023-Mar 2024,Local Authority,Camden,Aged 20-24,Active ,In employment ,Unemployed , Males ,!
Apr 2023-Mar 2024,Local Authority,City of London,Aged 20-24,Active ,In employment ,Unemployed , Males ,!
Apr 2023-Mar 2024,Local Authority,Croydon,Aged 20-24,Active ,In employment ,Unemployed , Males ,8700
Apr 2023-Mar 2024,Local Authority,Ealing,Aged 20-24,Active ,In employment ,Unemployed , Males ,!
Apr 2023-Mar 2024,Local Authority,Enfield,Aged 20-24,Active ,In employment ,Unemployed , Males ,!
Apr 2023-Mar 2024,Local Authority,Greenwich,Aged 20-24,Active ,In employment ,Unemployed , Males ,!
Apr 2023-Mar 2024,Local Authority,Hackney,Aged 20-24,Active ,In employment ,Unemployed , Males ,!
Apr 2023-Mar 2024,Local Authority,Hammersmith and Fulham,Aged 20-24,Active ,In employment ,Unemployed , Males ,!
